account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,total_usage_count,total_usage_seconds,total_errors,total_tickets,avg_resolution_time,avg_csat,churn_date,reason_code
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-d24841,11/17/2024,,Pro,9,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE,78,19897,4,2,23,3,11/23/2024,budget
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-d24841,11/17/2024,,Pro,9,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE,78,19897,4,2,23,3,12/05/2024,competitor
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-c4cef7,10/25/2024,,Pro,13,637,7644,FALSE,FALSE,FALSE,FALSE,annual,FALSE,60,21235,2,2,23,3,11/23/2024,budget
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-c4cef7,10/25/2024,,Pro,13,637,7644,FALSE,FALSE,FALSE,FALSE,annual,FALSE,60,21235,2,2,23,3,12/05/2024,competitor
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-3d7bed,12/22/2024,,Basic,44,836,10032,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,82,24336,5,2,23,3,11/23/2024,budget
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-3d7bed,12/22/2024,,Basic,44,836,10032,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,82,24336,5,2,23,3,12/05/2024,competitor
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-e79dbc,10/30/2024,,Pro,66,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE,58,10578,7,2,23,3,11/23/2024,budget
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-e79dbc,10/30/2024,,Pro,66,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE,58,10578,7,2,23,3,12/05/2024,competitor
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-d4d459,12/19/2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,18,4380,5,2,23,3,11/23/2024,budget
A-2e4581,Company_0,EdTech,US,10/16/2024,partner,Basic,9,FALSE,FALSE,S-d4d459,12/19/2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,18,4380,5,2,23,3,12/05/2024,competitor
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-f3274c,02/07/2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,annual,FALSE,30,5319,0,3,38,4,,
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-8e5fd4,03/09/2024,,Basic,27,513,6156,FALSE,TRUE,FALSE,FALSE,annual,TRUE,69,28506,4,3,38,4,,
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-fa8c75,07/08/2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,40,9880,1,3,38,4,,
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-df262a,11/06/2023,,Enterprise,28,5572,66864,FALSE,TRUE,FALSE,FALSE,monthly,TRUE,71,20207,4,3,38,4,,
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-c80ac4,11/29/2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,TRUE,21,5082,0,3,38,4,,
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-9171f0,3/26/2024,,Basic,27,513,6156,FALSE,FALSE,FALSE,FALSE,annual,TRUE,37,9036,0,3,38,4,,
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-0d2fb8,9/20/2023,,Basic,22,418,5016,FALSE,FALSE,FALSE,FALSE,annual,FALSE,27,8745,5,3,38,4,,
A-43a9e3,Company_1,FinTech,IN,8/17/2023,other,Basic,18,FALSE,TRUE,S-726749,2/22/2024,,Pro,18,882,10584,FALSE,TRUE,FALSE,FALSE,annual,TRUE,60,14361,0,3,38,4,,
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-ce5450,12/25/2024,12/28/2024,Pro,8,0,0,TRUE,FALSE,FALSE,TRUE,annual,TRUE,80,24319,5,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-ce5450,12/25/2024,12/28/2024,Pro,8,0,0,TRUE,FALSE,FALSE,TRUE,annual,TRUE,80,24319,5,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-f615d2,10/23/2024,,Pro,18,882,10584,FALSE,TRUE,FALSE,FALSE,monthly,TRUE,40,19363,1,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-f615d2,10/23/2024,,Pro,18,882,10584,FALSE,TRUE,FALSE,FALSE,monthly,TRUE,40,19363,1,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-a346d6,8/31/2024,9/25/2024,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,TRUE,annual,TRUE,39,9936,2,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-a346d6,8/31/2024,9/25/2024,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,TRUE,annual,TRUE,39,9936,2,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-45baa6,10/08/2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,35,9672,3,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-45baa6,10/08/2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,35,9672,3,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-f32440,10/06/2024,,Basic,40,760,9120,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,51,13598,2,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-f32440,10/06/2024,,Basic,40,760,9120,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,51,13598,2,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-973e8e,9/28/2024,12/16/2024,Enterprise,6,1194,14328,FALSE,FALSE,FALSE,TRUE,annual,TRUE,66,29054,2,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-973e8e,9/28/2024,12/16/2024,Enterprise,6,1194,14328,FALSE,FALSE,FALSE,TRUE,annual,TRUE,66,29054,2,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-d6106b,10/16/2024,,Basic,6,114,1368,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,45,10776,6,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-d6106b,10/16/2024,,Basic,6,114,1368,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,45,10776,6,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-22eb3c,12/20/2024,,Basic,60,1140,13680,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,64,14775,6,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-22eb3c,12/20/2024,,Basic,60,1140,13680,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,64,14775,6,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-3b98b1,10/10/2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,31,9311,1,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-3b98b1,10/10/2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,31,9311,1,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-fc7e8e,10/11/2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,92,20861,4,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-fc7e8e,10/11/2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,92,20861,4,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-897d69,12/20/2024,,Pro,55,2695,32340,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,24,7867,0,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-897d69,12/20/2024,,Pro,55,2695,32340,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,24,7867,0,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-561d54,11/10/2024,,Pro,1,49,588,FALSE,FALSE,FALSE,FALSE,annual,TRUE,99,32662,6,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-561d54,11/10/2024,,Pro,1,49,588,FALSE,FALSE,FALSE,FALSE,annual,TRUE,99,32662,6,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-04fd47,10/27/2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,annual,TRUE,28,7483,2,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-04fd47,10/27/2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,annual,TRUE,28,7483,2,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-b037c5,10/07/2024,,Pro,20,980,11760,FALSE,FALSE,TRUE,FALSE,annual,TRUE,72,23254,4,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-b037c5,10/07/2024,,Pro,20,980,11760,FALSE,FALSE,TRUE,FALSE,annual,TRUE,72,23254,4,3,43.66666667,4.666666667,12/31/2024,support
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-9c414f,12/27/2024,,Pro,2,98,1176,FALSE,FALSE,FALSE,FALSE,annual,TRUE,55,18279,4,3,43.66666667,4.666666667,10/06/2024,features
A-0a282f,Company_2,DevTools,US,8/27/2024,organic,Basic,1,FALSE,FALSE,S-9c414f,12/27/2024,,Pro,2,98,1176,FALSE,FALSE,FALSE,FALSE,annual,TRUE,55,18279,4,3,43.66666667,4.666666667,12/31/2024,support
A-1f0ac7,Company_3,HealthTech,UK,8/27/2023,other,Basic,24,TRUE,FALSE,S-fccc09,12/20/2024,,Pro,24,1176,14112,FALSE,TRUE,FALSE,FALSE,monthly,TRUE,69,14673,3,2,29,,11/08/2024,support
A-1f0ac7,Company_3,HealthTech,UK,8/27/2023,other,Basic,24,TRUE,FALSE,S-327a60,05/03/2024,,Basic,47,893,10716,FALSE,FALSE,FALSE,FALSE,annual,TRUE,41,14422,2,2,29,,11/08/2024,support
A-1f0ac7,Company_3,HealthTech,UK,8/27/2023,other,Basic,24,TRUE,FALSE,S-e7e4bd,2/15/2024,,Enterprise,24,4776,57312,FALSE,FALSE,FALSE,FALSE,annual,TRUE,114,34523,8,2,29,,11/08/2024,support
A-1f0ac7,Company_3,HealthTech,UK,8/27/2023,other,Basic,24,TRUE,FALSE,S-90229f,07/11/2024,,Pro,24,0,0,TRUE,TRUE,FALSE,FALSE,monthly,TRUE,26,4439,0,2,29,,11/08/2024,support
A-1f0ac7,Company_3,HealthTech,UK,8/27/2023,other,Basic,24,TRUE,FALSE,S-12ed58,11/14/2024,,Basic,32,608,7296,FALSE,FALSE,FALSE,FALSE,annual,TRUE,16,8065,2,2,29,,11/08/2024,support
A-1f0ac7,Company_3,HealthTech,UK,8/27/2023,other,Basic,24,TRUE,FALSE,S-da7f1f,12/04/2023,,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,monthly,FALSE,66,10437,4,2,29,,11/08/2024,support
A-1f0ac7,Company_3,HealthTech,UK,8/27/2023,other,Basic,24,TRUE,FALSE,S-329803,4/29/2024,,Basic,34,646,7752,FALSE,FALSE,FALSE,FALSE,monthly,FALSE,50,15969,2,2,29,,11/08/2024,support
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-e1de58,10/28/2024,,Enterprise,35,6965,83580,FALSE,TRUE,FALSE,FALSE,annual,TRUE,18,7589,3,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-6055d4,11/13/2024,,Enterprise,35,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE,56,24914,2,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-4bfa1d,12/21/2024,12/30/2024,Pro,35,1715,20580,FALSE,FALSE,FALSE,TRUE,monthly,TRUE,44,17470,4,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-c3cb12,11/01/2024,,Enterprise,54,10746,128952,FALSE,FALSE,FALSE,FALSE,annual,FALSE,87,32520,5,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-d925e2,12/16/2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,TRUE,59,25151,0,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-3cae3d,12/04/2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,FALSE,68,18159,5,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-79d1e0,12/31/2024,12/31/2024,Enterprise,109,21691,260292,FALSE,FALSE,FALSE,TRUE,monthly,TRUE,117,46920,7,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-16dc40,11/16/2024,,Pro,51,2499,29988,FALSE,TRUE,FALSE,FALSE,monthly,TRUE,72,25700,1,7,42.28571429,3.8,12/28/2024,budget
A-ce550d,Company_4,HealthTech,US,10/27/2024,event,Enterprise,35,FALSE,TRUE,S-7ac9dd,11/24/2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,FALSE,58,17356,4,7,42.28571429,3.8,12/28/2024,budget
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-86455a,12/01/2023,,Pro,12,588,7056,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,61,12124,2,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-86455a,12/01/2023,,Pro,12,588,7056,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,61,12124,2,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-86455a,12/01/2023,,Pro,12,588,7056,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,61,12124,2,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-ee53e8,09/03/2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE,78,29657,1,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-ee53e8,09/03/2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE,78,29657,1,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-ee53e8,09/03/2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE,78,29657,1,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-35cf1c,2/17/2024,,Basic,49,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,56,16796,2,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-35cf1c,2/17/2024,,Basic,49,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,56,16796,2,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-35cf1c,2/17/2024,,Basic,49,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,56,16796,2,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-ba672b,05/01/2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE,46,15095,0,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-ba672b,05/01/2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE,46,15095,0,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-ba672b,05/01/2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE,46,15095,0,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-523cce,8/28/2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,43,12227,0,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-523cce,8/28/2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,43,12227,0,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-523cce,8/28/2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,43,12227,0,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-80016a,01/11/2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,7,2929,2,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-80016a,01/11/2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,7,2929,2,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-80016a,01/11/2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,7,2929,2,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-4f3f73,08/04/2024,08/12/2024,Pro,4,196,2352,FALSE,FALSE,FALSE,TRUE,annual,TRUE,13,6630,3,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-4f3f73,08/04/2024,08/12/2024,Pro,4,196,2352,FALSE,FALSE,FALSE,TRUE,annual,TRUE,13,6630,3,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-4f3f73,08/04/2024,08/12/2024,Pro,4,196,2352,FALSE,FALSE,FALSE,TRUE,annual,TRUE,13,6630,3,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-5d5699,6/16/2024,,Enterprise,35,6965,83580,FALSE,FALSE,FALSE,FALSE,annual,TRUE,46,14324,4,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-5d5699,6/16/2024,,Enterprise,35,6965,83580,FALSE,FALSE,FALSE,FALSE,annual,TRUE,46,14324,4,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-5d5699,6/16/2024,,Enterprise,35,6965,83580,FALSE,FALSE,FALSE,FALSE,annual,TRUE,46,14324,4,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-afa7a7,10/03/2024,,Enterprise,25,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE,27,5542,2,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-afa7a7,10/03/2024,,Enterprise,25,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE,27,5542,2,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-afa7a7,10/03/2024,,Enterprise,25,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE,27,5542,2,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-34253c,12/02/2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,FALSE,30,2655,3,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-34253c,12/02/2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,FALSE,30,2655,3,4,43,3,02/02/2024,pricing
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-34253c,12/02/2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,FALSE,30,2655,3,4,43,3,01/02/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-412125,1/14/2024,,Basic,16,304,3648,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,50,22562,2,4,43,3,11/16/2024,unknown
A-1b9609,Company_5,EdTech,IN,10/12/2023,ads,Enterprise,4,FALSE,FALSE,S-412125,1/14/2024,,Basic,16,304,3648,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,50,22562,2,4,43,3,02/02/2024,pricing
